ID_Registro,Fecha,Autodescarga_Porcentaje,Capacidad_MWh,Perdida_MWh,Temperatura_Ambiente_C,Configuracion_BESS,Estado_Sistema
8555,2003-06-09,0.0107,200,2.131,26.5,BESS_200MWh,Operativo
8556,2003-06-10,0.0156,200,3.11,24.2,BESS_200MWh,Operativo
8557,2003-06-11,0.0247,200,4.917,26.0,BESS_200MWh,Operativo
8558,2003-06-12,0.0158,200,3.17,16.8,BESS_200MWh,Operativo
8559,2003-06-13,0.0205,200,4.065,30.5,BESS_200MWh,Operativo
8560,2003-06-14,0.0291,200,5.886,10.0,BESS_200MWh,Operativo
8561,2003-06-15,0.0124,200,2.464,23.2,BESS_200MWh,Operativo
8562,2003-06-16,0.0211,200,4.168,33.5,BESS_200MWh,Operativo
8563,2003-06-17,0.0225,200,4.48,25.6,BESS_200MWh,Operativo
8564,2003-06-18,0.0202,200,4.015,28.7,BESS_200MWh,Operativo
8565,2003-06-19,0.0107,200,2.116,28.6,BESS_200MWh,Operativo
8566,2003-06-20,0.0215,200,4.309,17.9,BESS_200MWh,Operativo
8567,2003-06-21,0.0178,200,3.53,27.1,BESS_200MWh,Operativo
8568,2003-06-22,0.0216,200,4.372,8.5,BESS_200MWh,Operativo
8569,2003-06-23,0.0138,200,2.665,56.0,BESS_200MWh,Operativo
8570,2003-06-24,0.0125,200,2.505,20.6,BESS_200MWh,Operativo
8571,2003-06-25,0.0293,200,5.895,14.3,BESS_200MWh,Operativo
8572,2003-06-26,0.0271,200,5.526,1.9,BESS_200MWh,Operativo
8573,2003-06-27,0.024,200,4.811,16.5,BESS_200MWh,Operativo
8574,2003-06-28,0.0127,200,2.541,18.4,BESS_200MWh,Operativo
8575,2003-06-29,0.0176,200,3.563,10.3,BESS_200MWh,Operativo
8576,2003-06-30,0.011,200,2.264,-7.5,BESS_200MWh,Operativo
8577,2003-07-01,0.0107,200,2.159,9.2,BESS_200MWh,Operativo
8578,2003-07-02,0.0232,200,4.623,23.9,BESS_200MWh,Operativo
8579,2003-07-03,0.0128,200,2.601,2.8,BESS_200MWh,Operativo
8580,2003-07-04,0.0141,200,2.806,23.7,BESS_200MWh,Operativo
8581,2003-07-05,0.0146,200,2.883,33.1,BESS_200MWh,Operativo
8582,2003-07-06,0.0259,200,5.299,-3.4,BESS_200MWh,Operativo
8583,2003-07-07,0.0245,200,4.909,16.8,BESS_200MWh,Operativo
8584,2003-07-08,0.0105,200,2.127,5.9,BESS_200MWh,Operativo
8585,2003-07-09,0.0216,200,4.28,30.3,BESS_200MWh,Operativo
8586,2003-07-10,0.0126,200,2.497,28.7,BESS_200MWh,Operativo
8587,2003-07-11,0.02,200,4.0,18.8,BESS_200MWh,Operativo
8588,2003-07-12,0.0115,200,2.289,21.5,BESS_200MWh,Operativo
8589,2003-07-13,0.0151,200,3.039,13.9,BESS_200MWh,Operativo
8590,2003-07-14,0.0246,200,4.975,7.3,BESS_200MWh,Operativo
8591,2003-07-15,0.0115,200,2.296,20.8,BESS_200MWh,Operativo
8592,2003-07-16,0.0187,200,3.736,19.6,BESS_200MWh,Operativo
8593,2003-07-17,0.017,200,3.365,31.9,BESS_200MWh,Operativo
8594,2003-07-18,0.0286,200,5.674,27.0,BESS_200MWh,Operativo
8595,2003-07-19,0.0282,200,5.648,18.4,BESS_200MWh,Operativo
8596,2003-07-20,0.0162,200,3.239,20.7,BESS_200MWh,Operativo
8597,2003-07-21,0.0159,200,3.208,13.1,BESS_200MWh,Operativo
8598,2003-07-22,0.0108,200,2.164,16.8,BESS_200MWh,Operativo
8599,2003-07-23,0.0146,200,2.928,14.6,BESS_200MWh,Operativo
8600,2003-07-24,0.0296,200,5.919,21.4,BESS_200MWh,Operativo
8601,2003-07-25,0.0219,200,4.476,0.7,BESS_200MWh,Operativo
8602,2003-07-26,0.0129,200,2.525,45.6,BESS_200MWh,Operativo
8603,2003-07-27,0.0258,200,5.19,16.0,BESS_200MWh,Operativo
8604,2003-07-28,0.0131,200,2.61,20.0,BESS_200MWh,Operativo
8605,2003-07-29,0.0157,200,3.145,19.2,BESS_200MWh,Operativo
8606,2003-07-30,0.0291,200,5.763,28.5,BESS_200MWh,Operativo
8607,2003-07-31,0.0156,200,3.099,29.8,BESS_200MWh,Operativo
8608,2003-08-01,0.0106,200,2.097,28.1,BESS_200MWh,Operativo
8609,2003-08-02,0.0148,200,2.92,37.0,BESS_200MWh,Operativo
8610,2003-08-03,0.0152,200,3.079,4.8,BESS_200MWh,Operativo
8611,2003-08-04,0.0148,200,3.018,2.5,BESS_200MWh,Operativo
8612,2003-08-05,0.0248,200,5.006,12.2,BESS_200MWh,Operativo
8613,2003-08-06,0.0225,200,4.489,23.9,BESS_200MWh,Operativo
8614,2003-08-07,0.0286,200,5.611,38.9,BESS_200MWh,Operativo
8615,2003-08-08,0.0112,200,2.258,11.8,BESS_200MWh,Operativo
8616,2003-08-09,0.0226,200,4.493,27.9,BESS_200MWh,Operativo
8617,2003-08-10,0.0285,200,5.703,19.0,BESS_200MWh,Operativo
8618,2003-08-11,0.0239,200,4.794,17.3,BESS_200MWh,Operativo
8619,2003-08-12,0.027,200,5.377,23.3,BESS_200MWh,Operativo
8620,2003-08-13,0.028,200,5.564,25.4,BESS_200MWh,Operativo
8621,2003-08-14,0.0117,200,2.333,19.3,BESS_200MWh,Operativo
8622,2003-08-15,0.016,200,3.182,27.9,BESS_200MWh,Operativo
8623,2003-08-16,0.0101,200,2.024,13.1,BESS_200MWh,Operativo
8624,2003-08-17,0.0103,200,2.049,21.1,BESS_200MWh,Operativo
8625,2003-08-18,0.0184,200,3.67,20.8,BESS_200MWh,Operativo
8626,2003-08-19,0.0204,200,4.113,14.2,BESS_200MWh,Operativo
8627,2003-08-20,0.0215,200,4.246,31.7,BESS_200MWh,Operativo
8628,2003-08-21,0.0271,200,5.391,26.3,BESS_200MWh,Operativo
8629,2003-08-22,0.0282,200,5.578,29.6,BESS_200MWh,Operativo
8630,2003-08-23,0.0131,200,2.597,29.4,BESS_200MWh,Operativo
8631,2003-08-24,0.0133,200,2.678,12.1,BESS_200MWh,Operativo
8632,2003-08-25,0.0212,200,4.212,27.1,BESS_200MWh,Operativo
8633,2003-08-26,0.0154,200,3.086,16.7,BESS_200MWh,Operativo
8634,2003-08-27,0.0131,200,2.661,3.7,BESS_200MWh,Operativo
8635,2003-08-28,0.027,200,5.384,24.1,BESS_200MWh,Operativo
8636,2003-08-29,0.0193,200,3.876,14.8,BESS_200MWh,Operativo
8637,2003-08-30,0.014,200,2.826,11.3,BESS_200MWh,Operativo
8638,2003-08-31,0.0153,200,3.115,1.4,BESS_200MWh,Operativo
8639,2003-09-01,0.0262,200,5.239,18.6,BESS_200MWh,Operativo
8640,2003-09-02,0.0103,200,2.115,-2.1,BESS_200MWh,Operativo
8641,2003-09-03,0.0144,200,2.901,15.7,BESS_200MWh,Operativo
8642,2003-09-04,0.0199,200,3.951,27.0,BESS_200MWh,Operativo
8643,2003-09-05,0.0164,200,3.299,12.9,BESS_200MWh,Operativo
8644,2003-09-06,0.0264,200,5.248,27.3,BESS_200MWh,Operativo
8645,2003-09-07,0.0137,200,2.72,26.2,BESS_200MWh,Operativo
8646,2003-09-08,0.0157,200,3.144,16.6,BESS_200MWh,Operativo
8647,2003-09-09,0.0283,200,5.643,23.4,BESS_200MWh,Operativo
8648,2003-09-10,0.0154,200,3.114,10.5,BESS_200MWh,Operativo
8649,2003-09-11,0.0165,200,3.283,22.6,BESS_200MWh,Operativo
8650,2003-09-12,0.0145,200,2.874,32.1,BESS_200MWh,Operativo
8651,2003-09-13,0.0292,200,5.782,29.6,BESS_200MWh,Operativo
8652,2003-09-14,0.0282,200,5.648,17.6,BESS_200MWh,Operativo
8653,2003-09-15,0.0186,200,3.673,33.2,BESS_200MWh,Operativo
8654,2003-09-16,0.0222,200,4.548,-1.6,BESS_200MWh,Operativo
8655,2003-09-17,0.0111,200,2.218,19.6,BESS_200MWh,Operativo
8656,2003-09-18,0.0186,200,3.728,19.3,BESS_200MWh,Operativo
8657,2003-09-19,0.023,200,4.619,13.8,BESS_200MWh,Operativo
8658,2003-09-20,0.018,200,3.631,10.4,BESS_200MWh,Operativo
8659,2003-09-21,0.0154,200,3.118,10.5,BESS_200MWh,Operativo
8660,2003-09-22,0.0103,200,2.061,17.1,BESS_200MWh,Operativo
8661,2003-09-23,0.0141,200,2.789,28.7,BESS_200MWh,Operativo
8662,2003-09-24,0.0249,200,5.006,13.2,BESS_200MWh,Operativo
8663,2003-09-25,0.0245,200,4.905,19.0,BESS_200MWh,Operativo
8664,2003-09-26,0.0121,200,2.418,24.9,BESS_200MWh,Operativo
8665,2003-09-27,0.0266,200,5.274,28.3,BESS_200MWh,Operativo
8666,2003-09-28,0.0271,200,5.44,16.4,BESS_200MWh,Operativo
8667,2003-09-29,0.0296,200,5.933,17.9,BESS_200MWh,Operativo
8668,2003-09-30,0.0189,200,3.766,23.7,BESS_200MWh,Operativo
8669,2003-10-01,0.0296,200,5.882,27.5,BESS_200MWh,Operativo
8670,2003-10-02,0.0251,200,5.026,18.2,BESS_200MWh,Operativo
8671,2003-10-03,0.0272,200,5.464,13.7,BESS_200MWh,Operativo
8672,2003-10-04,0.0157,200,3.091,33.7,BESS_200MWh,Operativo
8673,2003-10-05,0.0242,200,4.813,26.7,BESS_200MWh,Operativo
8674,2003-10-06,0.0251,200,5.046,16.8,BESS_200MWh,Operativo
8675,2003-10-07,0.0238,200,4.744,25.5,BESS_200MWh,Operativo
8676,2003-10-08,0.0154,200,3.049,31.8,BESS_200MWh,Operativo
8677,2003-10-09,0.0293,200,5.829,25.7,BESS_200MWh,Operativo
8678,2003-10-10,0.0188,200,3.772,15.8,BESS_200MWh,Operativo
8679,2003-10-11,0.0178,200,3.585,14.0,BESS_200MWh,Operativo
8680,2003-10-12,0.0171,200,3.394,24.9,BESS_200MWh,Operativo
8681,2003-10-13,0.0171,200,3.443,15.6,BESS_200MWh,Operativo
8682,2003-10-14,0.0267,200,5.352,16.7,BESS_200MWh,Operativo
8683,2003-10-15,0.0203,200,4.082,14.7,BESS_200MWh,Operativo
8684,2003-10-16,0.015,200,3.009,18.2,BESS_200MWh,Operativo
8685,2003-10-17,0.0248,200,4.899,31.3,BESS_200MWh,Operativo
8686,2003-10-18,0.0128,200,2.589,9.8,BESS_200MWh,Operativo
8687,2003-10-19,0.0159,200,3.138,35.4,BESS_200MWh,Operativo
8688,2003-10-20,0.0282,200,5.643,20.9,BESS_200MWh,Operativo
8689,2003-10-21,0.0288,200,5.769,17.9,BESS_200MWh,Operativo
8690,2003-10-22,0.0232,200,4.703,7.9,BESS_200MWh,Operativo
8691,2003-10-23,0.0249,200,5.011,13.0,BESS_200MWh,Operativo
8692,2003-10-24,0.026,200,5.205,20.1,BESS_200MWh,Operativo
8693,2003-10-25,0.0271,200,5.448,15.0,BESS_200MWh,Operativo
8694,2003-10-26,0.0138,200,2.719,35.0,BESS_200MWh,Operativo
8695,2003-10-27,0.0128,200,2.527,29.6,BESS_200MWh,Operativo
8696,2003-10-28,0.0232,200,4.608,27.2,BESS_200MWh,Operativo
8697,2003-10-29,0.0213,200,4.291,13.2,BESS_200MWh,Operativo
8698,2003-10-30,0.0157,200,3.129,21.4,BESS_200MWh,Operativo
8699,2003-10-31,0.0133,200,2.682,12.0,BESS_200MWh,Operativo
8700,2003-11-01,0.0166,200,3.323,19.1,BESS_200MWh,Operativo
8701,2003-11-02,0.0276,200,5.502,21.5,BESS_200MWh,Operativo
8702,2003-11-03,0.0151,200,3.049,11.1,BESS_200MWh,Operativo
8703,2003-11-04,0.0174,200,3.484,16.5,BESS_200MWh,Operativo
8704,2003-11-05,0.0114,200,2.277,18.4,BESS_200MWh,Operativo
8705,2003-11-06,0.0195,200,3.879,23.1,BESS_200MWh,Operativo
8706,2003-11-07,0.0109,200,2.192,17.9,BESS_200MWh,Operativo
8707,2003-11-08,0.0266,200,5.36,11.5,BESS_200MWh,Operativo
8708,2003-11-09,0.0116,200,2.308,21.0,BESS_200MWh,Operativo
8709,2003-11-10,0.0129,200,2.569,20.7,BESS_200MWh,Operativo
8710,2003-11-11,0.0223,200,4.466,18.6,BESS_200MWh,Operativo
8711,2003-11-12,0.0275,200,5.355,46.3,BESS_200MWh,Operativo
8712,2003-11-13,0.0128,200,2.575,15.6,BESS_200MWh,Operativo
8713,2003-11-14,0.0203,200,4.084,15.0,BESS_200MWh,Operativo
8714,2003-11-15,0.0262,200,5.347,1.0,BESS_200MWh,Operativo
8715,2003-11-16,0.0234,200,4.687,17.2,BESS_200MWh,Operativo
8716,2003-11-17,0.0191,200,3.878,3.4,BESS_200MWh,Operativo
8717,2003-11-18,0.0229,200,4.593,15.2,BESS_200MWh,Operativo
8718,2003-11-19,0.016,200,3.18,27.6,BESS_200MWh,Operativo
8719,2003-11-20,0.0146,200,2.891,26.8,BESS_200MWh,Operativo
8720,2003-11-21,0.0144,200,2.839,32.9,BESS_200MWh,Operativo
8721,2003-11-22,0.0191,200,3.787,29.3,BESS_200MWh,Operativo
8722,2003-11-23,0.0258,200,5.285,-3.5,BESS_200MWh,Operativo
8723,2003-11-24,0.028,200,5.57,24.9,BESS_200MWh,Operativo
8724,2003-11-25,0.0257,200,5.21,6.6,BESS_200MWh,Operativo
8725,2003-11-26,0.0126,200,2.549,10.2,BESS_200MWh,Operativo
8726,2003-11-27,0.0175,200,3.508,15.4,BESS_200MWh,Operativo
8727,2003-11-28,0.0109,200,2.167,21.7,BESS_200MWh,Operativo
8728,2003-11-29,0.0275,200,5.5,20.0,BESS_200MWh,Operativo
8729,2003-11-30,0.0205,200,4.035,34.4,BESS_200MWh,Operativo
8730,2003-12-01,0.0147,200,2.928,24.7,BESS_200MWh,Operativo
8731,2003-12-02,0.0205,200,4.199,-3.9,BESS_200MWh,Operativo
8732,2003-12-03,0.019,200,3.823,16.5,BESS_200MWh,Operativo
8733,2003-12-04,0.0256,200,5.078,27.1,BESS_200MWh,Operativo
8734,2003-12-05,0.0279,200,5.592,18.0,BESS_200MWh,Operativo
8735,2003-12-06,0.0295,200,5.895,21.6,BESS_200MWh,Operativo
8736,2003-12-07,0.014,200,2.826,13.6,BESS_200MWh,Operativo
8737,2003-12-08,0.0117,200,2.321,27.6,BESS_200MWh,Operativo
8738,2003-12-09,0.0159,200,3.178,20.2,BESS_200MWh,Operativo
8739,2003-12-10,0.0181,200,3.594,27.7,BESS_200MWh,Operativo
8740,2003-12-11,0.0121,200,2.408,23.7,BESS_200MWh,Operativo
8741,2003-12-12,0.022,200,4.376,27.6,BESS_200MWh,Operativo
8742,2003-12-13,0.0152,200,3.061,12.8,BESS_200MWh,Operativo
8743,2003-12-14,0.0242,200,4.91,7.6,BESS_200MWh,Operativo
8744,2003-12-15,0.0259,200,5.172,19.8,BESS_200MWh,Operativo
8745,2003-12-16,0.025,200,4.989,21.9,BESS_200MWh,Operativo
8746,2003-12-17,0.0234,200,4.636,31.5,BESS_200MWh,Operativo
8747,2003-12-18,0.0286,200,5.854,-3.4,BESS_200MWh,Operativo
8748,2003-12-19,0.0158,200,3.195,9.6,BESS_200MWh,Operativo
8749,2003-12-20,0.0244,200,4.904,17.2,BESS_200MWh,Operativo
8750,2003-12-21,0.0164,200,3.285,16.0,BESS_200MWh,Operativo
8751,2003-12-22,0.014,200,2.811,19.5,BESS_200MWh,Operativo
8752,2003-12-23,0.0122,200,2.473,8.3,BESS_200MWh,Operativo
8753,2003-12-24,0.0162,200,3.227,21.0,BESS_200MWh,Operativo
8754,2003-12-25,0.0206,200,4.078,28.9,BESS_200MWh,Operativo
8755,2003-12-26,0.026,200,5.243,9.9,BESS_200MWh,Operativo
8756,2003-12-27,0.0129,200,2.538,34.2,BESS_200MWh,Operativo
8757,2003-12-28,0.025,200,5.01,16.7,BESS_200MWh,Operativo
8758,2003-12-29,0.0254,200,5.11,13.3,BESS_200MWh,Operativo
8759,2003-12-30,0.0242,200,4.819,23.3,BESS_200MWh,Operativo
8760,2003-12-31,0.0228,200,4.502,30.9,BESS_200MWh,Operativo
8761,2004-01-01,0.0199,200,3.986,18.7,BESS_200MWh,Operativo
8762,2004-01-02,0.0121,200,2.476,0.7,BESS_200MWh,Operativo
8763,2004-01-03,0.0302,200,5.976,29.1,BESS_200MWh,Operativo
8764,2004-01-04,0.0281,200,5.644,16.0,BESS_200MWh,Operativo
8765,2004-01-05,0.0107,200,2.108,30.7,BESS_200MWh,Operativo
8766,2004-01-06,0.0188,200,3.75,22.9,BESS_200MWh,Operativo
8767,2004-01-07,0.0111,200,2.243,5.4,BESS_200MWh,Operativo
8768,2004-01-08,0.0275,200,5.549,12.4,BESS_200MWh,Operativo
8769,2004-01-09,0.0235,200,4.665,27.9,BESS_200MWh,Operativo
8770,2004-01-10,0.02,200,4.035,13.8,BESS_200MWh,Operativo
8771,2004-01-11,0.0277,200,5.502,25.9,BESS_200MWh,Operativo
8772,2004-01-12,0.0124,200,2.461,30.7,BESS_200MWh,Operativo
8773,2004-01-13,0.0223,200,4.41,31.8,BESS_200MWh,Operativo
8774,2004-01-14,0.0137,200,2.736,24.4,BESS_200MWh,Operativo
8775,2004-01-15,0.0225,200,4.44,31.9,BESS_200MWh,Operativo
8776,2004-01-16,0.0191,200,3.803,24.3,BESS_200MWh,Operativo
8777,2004-01-17,0.0138,200,2.764,19.2,BESS_200MWh,Operativo
8778,2004-01-18,0.0207,200,4.134,20.5,BESS_200MWh,Operativo
8779,2004-01-19,0.0102,200,2.025,29.5,BESS_200MWh,Operativo
8780,2004-01-20,0.0286,200,5.721,19.3,BESS_200MWh,Operativo
8781,2004-01-21,0.0132,200,2.653,14.5,BESS_200MWh,Operativo
8782,2004-01-22,0.0236,200,4.722,21.5,BESS_200MWh,Operativo
8783,2004-01-23,0.0248,200,5.067,-3.2,BESS_200MWh,Operativo
8784,2004-01-24,0.0207,200,4.197,7.0,BESS_200MWh,Operativo
8785,2004-01-25,0.016,200,3.173,30.9,BESS_200MWh,Operativo
8786,2004-01-26,0.0122,200,2.446,19.4,BESS_200MWh,Operativo
8787,2004-01-27,0.0212,200,4.2,31.0,BESS_200MWh,Operativo
8788,2004-01-28,0.0166,200,3.347,12.3,BESS_200MWh,Operativo
8789,2004-01-29,0.0263,200,5.183,36.2,BESS_200MWh,Operativo
8790,2004-01-30,0.0237,200,4.801,5.9,BESS_200MWh,Operativo
8791,2004-01-31,0.0166,200,3.284,31.5,BESS_200MWh,Operativo
8792,2004-02-01,0.0188,200,3.767,17.3,BESS_200MWh,Operativo
8793,2004-02-02,0.0196,200,3.874,34.0,BESS_200MWh,Operativo
8794,2004-02-03,0.0115,200,2.282,24.2,BESS_200MWh,Operativo
8795,2004-02-04,0.0219,200,4.393,16.1,BESS_200MWh,Operativo
8796,2004-02-05,0.0239,200,4.736,28.7,BESS_200MWh,Operativo
8797,2004-02-06,0.0153,200,3.031,26.5,BESS_200MWh,Operativo
8798,2004-02-07,0.0141,200,2.78,35.9,BESS_200MWh,Operativo
8799,2004-02-08,0.0108,200,2.142,25.4,BESS_200MWh,Operativo
8800,2004-02-09,0.0192,200,3.806,28.7,BESS_200MWh,Operativo
8801,2004-02-10,0.0141,200,2.825,19.0,BESS_200MWh,Operativo
8802,2004-02-11,0.0286,200,5.707,23.8,BESS_200MWh,Operativo
8803,2004-02-12,0.0145,200,2.889,21.1,BESS_200MWh,Operativo
8804,2004-02-13,0.0292,200,5.775,30.0,BESS_200MWh,Operativo
8805,2004-02-14,0.0125,200,2.495,21.4,BESS_200MWh,Operativo
8806,2004-02-15,0.0234,200,4.722,11.3,BESS_200MWh,Operativo
8807,2004-02-16,0.0176,200,3.516,22.9,BESS_200MWh,Operativo
8808,2004-02-17,0.026,200,5.185,21.3,BESS_200MWh,Operativo
8809,2004-02-18,0.0276,200,5.545,16.9,BESS_200MWh,Operativo
8810,2004-02-19,0.0243,200,4.829,26.1,BESS_200MWh,Operativo
8811,2004-02-20,0.0249,200,4.989,19.6,BESS_200MWh,Operativo
8812,2004-02-21,0.0229,200,4.624,9.5,BESS_200MWh,Operativo
8813,2004-02-22,0.0157,200,3.162,15.2,BESS_200MWh,Operativo
8814,2004-02-23,0.0218,200,4.362,21.5,BESS_200MWh,Operativo
8815,2004-02-24,0.0122,200,2.404,31.2,BESS_200MWh,Operativo
8816,2004-02-25,0.0228,200,4.493,33.0,BESS_200MWh,Operativo
8817,2004-02-26,0.015,200,3.029,11.1,BESS_200MWh,Operativo
8818,2004-02-27,0.0211,200,4.145,37.6,BESS_200MWh,Operativo
8819,2004-02-28,0.0237,200,4.736,21.0,BESS_200MWh,Operativo
8820,2004-02-29,0.0148,200,2.961,18.1,BESS_200MWh,Operativo
8821,2004-03-01,0.0301,200,5.927,34.8,BESS_200MWh,Operativo
8822,2004-03-02,0.0141,200,2.812,21.6,BESS_200MWh,Operativo
8823,2004-03-03,0.0276,200,5.521,20.4,BESS_200MWh,Operativo
8824,2004-03-04,0.0272,200,5.404,25.3,BESS_200MWh,Operativo
8825,2004-03-05,0.0234,200,4.679,22.4,BESS_200MWh,Operativo
8826,2004-03-06,0.0255,200,5.117,18.5,BESS_200MWh,Operativo
8827,2004-03-07,0.0276,200,5.565,12.9,BESS_200MWh,Operativo
8828,2004-03-08,0.0154,200,3.154,-1.1,BESS_200MWh,Operativo
8829,2004-03-09,0.0169,200,3.343,28.9,BESS_200MWh,Operativo
8830,2004-03-10,0.0174,200,3.516,10.7,BESS_200MWh,Operativo
8831,2004-03-11,0.0248,200,4.927,26.0,BESS_200MWh,Operativo
8832,2004-03-12,0.0239,200,4.687,39.1,BESS_200MWh,Operativo
8833,2004-03-13,0.0209,200,4.214,10.6,BESS_200MWh,Operativo
8834,2004-03-14,0.0259,200,5.125,32.0,BESS_200MWh,Operativo
8835,2004-03-15,0.016,200,3.194,19.4,BESS_200MWh,Operativo
8836,2004-03-16,0.0103,200,2.052,22.4,BESS_200MWh,Operativo
8837,2004-03-17,0.0193,200,3.862,21.3,BESS_200MWh,Operativo
8838,2004-03-18,0.0121,200,2.409,24.3,BESS_200MWh,Operativo
8839,2004-03-19,0.012,200,2.432,5.0,BESS_200MWh,Operativo
8840,2004-03-20,0.022,200,4.418,17.2,BESS_200MWh,Operativo
8841,2004-03-21,0.029,200,5.736,29.7,BESS_200MWh,Operativo
8842,2004-03-22,0.0274,200,5.562,5.3,BESS_200MWh,Operativo
8843,2004-03-23,0.0231,200,4.635,17.2,BESS_200MWh,Operativo
8844,2004-03-24,0.0136,200,2.737,16.2,BESS_200MWh,Operativo
8845,2004-03-25,0.0285,200,5.614,33.5,BESS_200MWh,Operativo
8846,2004-03-26,0.0131,200,2.692,-9.2,BESS_200MWh,Operativo
8847,2004-03-27,0.0144,200,2.857,26.2,BESS_200MWh,Operativo
8848,2004-03-28,0.0168,200,3.317,30.2,BESS_200MWh,Operativo
8849,2004-03-29,0.026,200,5.182,22.6,BESS_200MWh,Operativo
8850,2004-03-30,0.0218,200,4.383,14.8,BESS_200MWh,Operativo
8851,2004-03-31,0.0272,200,5.447,19.3,BESS_200MWh,Operativo
8852,2004-04-01,0.0226,200,4.515,21.9,BESS_200MWh,Operativo
8853,2004-04-02,0.0273,200,5.482,17.0,BESS_200MWh,Operativo
8854,2004-04-03,0.0296,200,5.931,18.0,BESS_200MWh,Operativo
8855,2004-04-04,0.0282,200,5.598,27.3,BESS_200MWh,Operativo
8856,2004-04-05,0.017,200,3.44,9.8,BESS_200MWh,Operativo
8857,2004-04-06,0.0214,200,4.276,20.7,BESS_200MWh,Operativo
8858,2004-04-07,0.0128,200,2.574,13.3,BESS_200MWh,Operativo
8859,2004-04-08,0.0125,200,2.422,48.5,BESS_200MWh,Operativo
8860,2004-04-09,0.0274,200,5.603,-3.2,BESS_200MWh,Operativo
8861,2004-04-10,0.0297,200,5.954,16.8,BESS_200MWh,Operativo
8862,2004-04-11,0.0245,200,4.943,13.1,BESS_200MWh,Operativo
8863,2004-04-12,0.0231,200,4.63,19.0,BESS_200MWh,Operativo
8864,2004-04-13,0.0209,200,4.289,-6.6,BESS_200MWh,Operativo
8865,2004-04-14,0.0232,200,4.554,38.1,BESS_200MWh,Operativo
8866,2004-04-15,0.0123,200,2.469,18.5,BESS_200MWh,Operativo
8867,2004-04-16,0.0243,200,4.967,-1.5,BESS_200MWh,Operativo
8868,2004-04-17,0.015,200,3.014,15.9,BESS_200MWh,Operativo
8869,2004-04-18,0.011,200,2.221,11.0,BESS_200MWh,Operativo
8870,2004-04-19,0.0259,200,5.188,19.1,BESS_200MWh,Operativo
8871,2004-04-20,0.0103,200,2.095,4.1,BESS_200MWh,Operativo
8872,2004-04-21,0.017,200,3.381,26.4,BESS_200MWh,Operativo
8873,2004-04-22,0.02,200,4.1,-4.4,BESS_200MWh,Operativo
8874,2004-04-23,0.0223,200,4.506,11.5,BESS_200MWh,Operativo
8875,2004-04-24,0.0208,200,4.194,9.7,BESS_200MWh,Operativo
8876,2004-04-25,0.013,200,2.624,14.4,BESS_200MWh,Operativo
8877,2004-04-26,0.0106,200,2.147,7.3,BESS_200MWh,Operativo
8878,2004-04-27,0.0276,200,5.529,17.9,BESS_200MWh,Operativo
8879,2004-04-28,0.0182,200,3.69,5.2,BESS_200MWh,Operativo
8880,2004-04-29,0.0153,200,3.037,29.9,BESS_200MWh,Operativo
8881,2004-04-30,0.0261,200,5.265,12.3,BESS_200MWh,Operativo
8882,2004-05-01,0.0164,200,3.294,17.5,BESS_200MWh,Operativo
8883,2004-05-02,0.0122,200,2.476,1.7,BESS_200MWh,Operativo
8884,2004-05-03,0.0263,200,5.281,16.8,BESS_200MWh,Operativo
8885,2004-05-04,0.0113,200,2.261,15.9,BESS_200MWh,Operativo
8886,2004-05-05,0.0296,200,5.919,21.5,BESS_200MWh,Operativo
8887,2004-05-06,0.0255,200,5.044,32.6,BESS_200MWh,Operativo
8888,2004-05-07,0.0167,200,3.354,18.1,BESS_200MWh,Operativo
8889,2004-05-08,0.0183,200,3.634,25.6,BESS_200MWh,Operativo
8890,2004-05-09,0.0285,200,5.678,22.3,BESS_200MWh,Operativo
8891,2004-05-10,0.0148,200,2.945,28.4,BESS_200MWh,Operativo
8892,2004-05-11,0.0121,200,2.415,23.1,BESS_200MWh,Operativo
8893,2004-05-12,0.0138,200,2.743,23.1,BESS_200MWh,Operativo
8894,2004-05-13,0.0113,200,2.226,34.3,BESS_200MWh,Operativo
8895,2004-05-14,0.021,200,4.138,33.1,BESS_200MWh,Operativo
8896,2004-05-15,0.022,200,4.426,14.3,BESS_200MWh,Operativo
8897,2004-05-16,0.0138,200,2.749,26.5,BESS_200MWh,Operativo
8898,2004-05-17,0.0225,200,4.538,12.1,BESS_200MWh,Operativo
8899,2004-05-18,0.0104,200,2.06,28.4,BESS_200MWh,Operativo
8900,2004-05-19,0.0206,200,4.13,19.9,BESS_200MWh,Operativo
8901,2004-05-20,0.0105,200,2.112,13.9,BESS_200MWh,Operativo
8902,2004-05-21,0.0191,200,3.811,19.9,BESS_200MWh,Operativo
8903,2004-05-22,0.0247,200,4.949,16.3,BESS_200MWh,Operativo
8904,2004-05-23,0.0139,200,2.796,11.4,BESS_200MWh,Operativo
8905,2004-05-24,0.0178,200,3.574,15.4,BESS_200MWh,Operativo
8906,2004-05-25,0.0126,200,2.538,12.9,BESS_200MWh,Operativo
8907,2004-05-26,0.0187,200,3.65,44.8,BESS_200MWh,Operativo
8908,2004-05-27,0.0249,200,5.026,11.9,BESS_200MWh,Operativo
8909,2004-05-28,0.0121,200,2.416,24.0,BESS_200MWh,Operativo
8910,2004-05-29,0.0122,200,2.432,27.4,BESS_200MWh,Operativo
8911,2004-05-30,0.0179,200,3.518,34.8,BESS_200MWh,Operativo
